newspaper_name,city,state,state_full
Washington Daily News,Washington,N.C.,North Carolina
St Tammany Farmer,Covington,La.,Louisiana
Ojai Valley News,Ojai,Calif.,California
White County Record,Judsonia,Ark.,Arkansas
LaFollette Press,LaFollette,Tenn.,Tennessee
Livingston Chronicle,Merced,Calif.,California
Recorder,Highland,Va.,Virginia
Star Press,Springboro,Ohio,Ohio
Courier Herald,Dublin,Ga.,Georgia
Medina Sun,Medina,Ohio,Ohio
Reporter,Fond du Lac,Wisc.,Wisconsin
Pekin Daily Times,Pekin,Ill.,Illinois
Seymour Herald,Seymour,Tenn.,Tennessee
Framingham TAB,Framingham,Mass.,Massachusetts
Wooster Weekly News,Wooster,Ohio,Ohio
New Era,Sweet Home,Ore.,Oregon
Courier-Times,Roxboro,N.C.,North Carolina
Virginia Mountaineer,Grundy,Va.,Virginia
Grapevine Independent,Rancho Cordova,Calif.,California
Washington Courier,Washington,Ill.,Illinois
Yankton Daily Press & Dakotan,Yankton,S.D.,South Dakota
North Haven Courier,North Haven,Conn.,Connecticut
Southampton Press,Southampton,N.Y.,New York
News-Register,McMinnville,Ore.,Oregon
Headlight-Herald,Tillamook,Ore.,Oregon
Midtown Monitor,Tulsa,Okla.,Oklahoma
Adirondack Journal,Warrensburg,N.Y.,New York
Waterford Times,Waterford,Conn.,Connecticut
Franklin Press,Franklin,N.C.,North Carolina
North Platte Telegraph,North Platte,Neb.,Nebraska
Davie County Enterprise Record,Mocksville,N.C.,North Carolina
Palladium-Times The,Oswego,N.Y.,New York
Southwest Sun,McComb,Miss.,Mississippi
Calhoun Times and Gordon County News,Calhoun,Ga.,Georgia
Sanford Herald,Sanford,N.C.,North Carolina
El Lider,Liberal,Kan.,Kansas
Salem News,Salem,Mo.,Missouri
Ocean City Gazette,Ocean City,N.J.,New Jersey
People's Tribune The,Bowling Green,Mo.,Missouri
Current of Downbeach,Egg Harbor Township,N.J.,New Jersey
Current of Absecon/Pleasantville,Absecon,N.J.,New Jersey
Smithtown Messenger,Smithtown,N.Y.,New York
Images of Herkimer County,Herkimer,N.Y.,New York
Times-Plain Dealer,Cresco,Iowa,Iowa
Inter-County Leader,Frederic,Wisc.,Wisconsin
Star-Tribune,Chatham,Va.,Virginia
Glen Ellyn Suburban Life,Glen Ellyn,Ill.,Illinois
Garden City Life,Garden City,N.Y.,New York
Garden City News,Garden City,N.Y.,New York
Grant County Press,Petersburg,W.Va.,West Virginia
Cherokee County Herald,Centre,Ala.,Alabama
Hastings Tribune,Hastings,Neb.,Nebraska
Casa Grande Dispatch,Casa Grande,Ariz.,Arizona
Malibu Surfside News,Malibu,Calif.,California
Lombard Spectator,Lombard,Ill.,Illinois
Brighton-Pittsford Post,Pittsford,N.Y.,New York
Redwood Falls GazetteThe,Redwood Falls,Minn.,Minnesota
Daily Star The,Oneonta,N.Y.,New York
Natchez Democrat The,Natchez,Miss.,Mississippi
Herald-Chronicle,Winchester,Tenn.,Tennessee
Daily Press The,St Marys,Pa.,Pennsylvania
Stokes News,Danbury,N.C.,North Carolina
Courier-Express/ Tri-County Sunday,Du Bois,Pa.,Pennsylvania
Sewickley Herald,Sewickley,Pa.,Pennsylvania
Tomahawk Leader,Tomahawk,Wisc.,Wisconsin
Pleasanton Express,Pleasanton,Texas,Texas
Milton Herald,Milton,Ga.,Georgia
Cherokee Scout,Murphy,N.C.,North Carolina
Twin Valley News,West Alexandria,Ohio,Ohio
Lewisburg Leader,Lewisburg,Ohio,Ohio
Clinton Journal,Clinton,Ill.,Illinois
Valley Journal,Ronan,Mont.,Montana
Herald Times Reporter,Manitowoc,Wisc.,Wisconsin
Homer Horizon,Homer,Ill.,Illinois
ThisWeek West Side News,Columbus,Ohio,Ohio
Independent The,Massillon,Ohio,Ohio
Union City Daily Messenger,Union City,Tenn.,Tennessee
Mokena Messenger,Mokena,Ill.,Illinois
Franklin News-PostThe,Rocky Mount,Va.,Virginia
Shelbyville News The,Shelbyville,Ind.,Indiana
Floyd County Times,Prestonburg,Ky.,Kentucky
New Braunfels Herald-Zeitung,New Braunfels,Texas,Texas
Penn-Trafford Star,Trafford,Pa.,Pennsylvania
Tehachapi News,Tehachapi,Calif.,California
Flagstaff Live,Flagstaff,Ariz.,Arizona
Northern Neck News,Warsaw,Va.,Virginia
El Dorado Gazette/Georgetown Gazette,Georgetown,Calif.,California
Bulletin The,Bedford,Ohio,Ohio
Evening Observer,Dunkirk,N.Y.,New York
Wagner Post,Wagner,S.D.,South Dakota
Jackson Hole News and Guide,Jackson,Wyo.,Wyoming
Jackson Hole Weekly,Jackson,Wyo.,Wyoming
Thomasville Times-Enterprise,Thomasville,Ga.,Georgia
Franklin Times,Louisburg,N.C.,North Carolina
Clinton County News,East Lansing,Mich.,Michigan
Villa Rican,Villa Rica,Ga.,Georgia
Daily Citizen,Beaver Dam,Wisc.,Wisconsin
Transylvania Times The,Brevard,N.C.,North Carolina
Clayton News Daily,Jonesboro,Ga.,Georgia
Lancaster Eagle-Gazette,Lancaster,Ohio,Ohio
ThisWeek Johnstown Independent,Johnstown,Ohio,Ohio
Sentinel-Tribune,Bowling Green,Ohio,Ohio
St Peters Journal,St Peters,Mo.,Missouri
St Charles County Journal,St Charles,Mo.,Missouri
Auburn Citizen,Auburn,Ill.,Illinois
Sunday Dispatch,Pittston,Pa.,Pennsylvania
Davis Enterprise,Davis,Calif.,California
Cortland Standard,Cortland,N.Y.,New York
Times-Union,Warsaw,Ind.,Indiana
Tuscola County Advertiser,Caro,Mich.,Michigan
Advocate-Messenger,Danville,Ky.,Kentucky
Oologah Lake Leader,Oologah,Okla.,Oklahoma
Mountain View News,Sierra Vista,Ariz.,Arizona
Bladen Journal,Elizabethtown,N.C.,North Carolina
Laurinburg Exchange,Laurinburg,N.C.,North Carolina
Lexington Clipper-Herald,Lexington,Neb.,Nebraska
Aim Jefferson,Jefferson,N.J.,New Jersey
Express,Lock Haven,Pa.,Pennsylvania
Champlin-Dayton Press,Champlin,Minn.,Minnesota
Chronicle,Barton,Vt.,Vermont
Eagle Pass News-Guide & Sunday News,Eagle Pass,Texas,Texas
Friendswood Journal,Friendswood,Texas,Texas
Floral Park Bulletin,Floral Park,N.Y.,New York
Sartell Newsleader,Sartell,Minn.,Minnesota
American Journal,Westbrook,Maine,Maine
Sanibel-Captiva Islander,Sanibel,Fla.,Florida
Colusa County Sun-Herald,Colusa,Calif.,California
Pflugerville Pflag,Austin,Texas,Texas
Mountain View Standard,Mountain View,Mo.,Missouri
Advertiser Gleam,Guntersville,Ala.,Alabama
Port Arthur News,Port Arthur,Texas,Texas
Tri-County Special,Auburn,Iowa,Iowa
Oak Hill Times,Swayzee,Ind.,Indiana
Leelanau Enterprise,Lake Leelanau,Mich.,Michigan
ThisWeek Bexley News,Bexley,Ohio,Ohio
Recorder,Amsterdam,N.Y.,New York
Sea Coast Echo,Bay St Louis,Miss.,Mississippi
Southlake Journal,Southlake,Texas,Texas
Aurora Advertiser,Aurora,Mo.,Missouri
Central Virginian,Louisa,Va.,Virginia
Park Record,Park City,Utah,Utah
Boardman News,Youngstown,Ohio,Ohio
Enterprise-Journal,McComb,Miss.,Mississippi
Chillicothe Gazette,Chillicothe,Ohio,Ohio
Richland Chambers Progress,Kerens,Texas,Texas
Neshoba Democrat,Philadelphia,Miss.,Mississippi
Westfield Leader,Westfield,N.J.,New Jersey
West Hawaii Today,Kailua-Kona,Hawaii,Hawaii
Kerman NewsThe,Kerman,Calif.,California
Williamson Daily News,Williamson,W.Va.,West Virginia
Green Valley News & Sun,Green Valley,Ariz.,Arizona
Pontotoc Progress,Pontotoc,Miss.,Mississippi
Marco Island Eagle,Marco Island,Fla.,Florida
Rockville Centre Herald,Rockville Centre,N.Y.,New York
Douglas Enterprise,Douglas,Ga.,Georgia
Record Herald The,Waynesboro,Pa.,Pennsylvania
Conroe Courier,Conroe,Texas,Texas
Beacon Free Press,Wappingers Falls,N.Y.,New York
Coral Gables News,Miami,Fla.,Florida
Bulletin of Brazoria County,Angleton,Texas,Texas
Rankin County News,Brandon,Miss.,Mississippi
Gadsden Messenger,Gadsden,Ala.,Alabama
Desert Trail,Twenty-Nine Palms,Calif.,California
Clayton Tribune,Clayton,Ga.,Georgia
West Memphis Evening Times,Marion,Ark.,Arkansas
Mooresville Tribune,Mooresville,N.C.,North Carolina
Sonoma Index-Tribune,Sonoma,Calif.,California
Community Voice,Rohnert Park,Calif.,California
Sedalia Democrat,Sedalia,Mo.,Missouri
Fort Leavenworth Lamp,Leavenworth,Kan.,Kansas
Sun,Hershey,Pa.,Pennsylvania
Daily Iowan,Iowa City,Iowa,Iowa
East Providence Post,East Providence,R.I.,Rhode Island
Johnston Sun Rise,Johnston,R.I.,Rhode Island
East Boston Times Free Press,East Boston,Mass.,Massachusetts
Billings Outpost,Billings,Mont.,Montana
Vilas County News Review/Three Lakes News,Three Lakes,Wisc.,Wisconsin
Ballard News-Tribune,Burien,Wash.,Washington
Fredericksburg Standard Radio Post,Fredericksburg,Texas,Texas
Great Neck News,Great Neck,N.Y.,New York
County Journal,Percy,Ill.,Illinois
Kingman Daily Miner,Kingman,Ariz.,Arizona
Statesville Record & Landmark,Statesville,N.C.,North Carolina
Stevens Point Journal,Stevens Point,Wisc.,Wisconsin
Sampson Independent,Clinton,N.C.,North Carolina
Pine Island Eagle,Bokeelia,Fla.,Florida
Woodward News,Woodward,Okla.,Oklahoma
Southern Dutchess News,Wappingers Falls,N.Y.,New York
Dana Point News,Dana Point,Calif.,California
County Press,Lapeer,Mich.,Michigan
Williston Observer,Williston,Vt.,Vermont
Onondaga Valley News,Syracuse,N.Y.,New York
Ledger-Sentinel,Oswego,Ill.,Illinois
Franklin Lakes/Oakland Suburban News,Ridgewood,N.J.,New Jersey
Polk County Enterprise,Livingston,Texas,Texas
State Port Pilot,Southport,N.C.,North Carolina
Johnson County Graphic,Clarksville,Ark.,Arkansas
Daily Independent The,Ridgecrest,Calif.,California
Dyersburg State Gazette,Dyersburg,Tenn.,Tennessee
Riverbank News,Riverbank,Calif.,California
Long Beach Herald,Long Beach,N.Y.,New York
Independent Tribune,Concord,N.C.,North Carolina
Union Democrat,Sonora,Calif.,California
Keene Sentinel,Keene,N.H.,New Hampshire
Daily Times The,Farmington,N.M.,New Mexico
Grand Rapids Herald-Review,Grand Rapids,Minn.,Minnesota
Browerville Blade,Browerville,Minn.,Minnesota
Ada News,Ada,Okla.,Oklahoma
Mattoon Journal-Gazette,Mattoon,Ill.,Illinois
Houghton Lake Resorter,Houghton Lake,Mich.,Michigan
Beaches Leader,Jacksonville Beach,Fla.,Florida
Dawson News,Dawson,Ga.,Georgia
Baxter Bulletin,Mountain Home,Ark.,Arkansas
North Providence Breeze,Providence,R.I.,Rhode Island
Greenwood and Southside Challenger,Greenwood,Ind.,Indiana
County Press,Parma,Mich.,Michigan
Woodridge Reporter,Woodridge,Ill.,Illinois
Highlands Star/Crosby Courier,Highlands,Texas,Texas
Yazoo Herald,Yazoo,Miss.,Mississippi
Fincastle Herald The,Fincastle,Va.,Virginia
Fairport East-Rochester Post,Fairport,N.Y.,New York
Meade County Times-Tribune,Sturgis,S.D.,South Dakota
Daily Courier-Observer,Massena,N.Y.,New York
Georgetown Current,Washington,D.C.,District of Columbia
Paris Post -Intelligencer,Paris,Tenn.,Tennessee
Glastonbury Citizen,Glastonbury,Conn.,Connecticut
Sullivan County Democrat,Sullivan,N.Y.,New York
Columbia Basin Herald,Moses Lake,Wash.,Washington
Wise County Messenger,Decatur,Texas,Texas
Bedford Bulletin,Bedford,Va.,Virginia
Times The,Scotch Plains,N.J.,New Jersey
News Journal The,Williamsburg,Ky.,Kentucky
Latrobe Bulletin,Latrobe,Pa.,Pennsylvania
Hi-Desert Star,Yucca Valley,Calif.,California
Sentinel,Ocean City,N.J.,New Jersey
Daily News,Greenville,Mich.,Michigan
Eagle Times,Claremont,N.H.,New Hampshire
Hot Springs Village Voice,Hot Springs Village,Ark.,Arkansas
Morrisons Cove Herald,Martinsburg,Pa.,Pennsylvania
Post-Searchlight,Bainbridge,Ga.,Georgia
Ponca City News The,Ponca City,Okla.,Oklahoma
Munising NewsThe,Munising,Mich.,Michigan
Citizen,Auburn,N.Y.,New York
Baldwin Times The,Bay Minette,Ala.,Alabama
Englewood Sun,Englewood,Fla.,Florida
Reporter,Lansdale,Pa.,Pennsylvania
Meridian Star The,Meridian,Miss.,Mississippi
Irmo News,Irmo,S.C.,South Carolina
News-Examiner,Gallatin,Tenn.,Tennessee
Summerville News The,Summerville,Ga.,Georgia
Current of Mays Landing/Hamilton,Mays Landing,N.J.,New Jersey
Vermont Times,Shelburne,Vt.,Vermont
Alpena News,Alpena,Mich.,Michigan
Daily American Republic,Poplar Bluff,Mo.,Missouri
Grand Ledge Independent,Grand Ledge,Mich.,Michigan
Winona Daily News,Winona,Minn.,Minnesota
Thames River Times,New London,Conn.,Connecticut
Citizen of Morris County,Denville,N.J.,New Jersey
Naperville Sun The,Naperville,Ill.,Illinois
Arizona Daily Sun,Flagstaff,Ariz.,Arizona
Pine Bluff Commercial,Pine Bluff,Ark.,Arkansas
Westmoreland News,Montross,Va.,Virginia
Brattleboro Reformer,Brattleboro,Vt.,Vermont
Democrat-Union,Lawrenceburg,Tenn.,Tennessee
Madison County Record,Huntsville,Ark.,Arkansas
Mount Vernon Democrat,Mount Vernon,Ind.,Indiana
Daily Jefferson County Union,Fort Atkinson,Wisc.,Wisconsin
Leader-News,Central City,Ky.,Kentucky
Mountain Democrat,Placerville,Calif.,California
EagleHerald,Marinette,Wisc.,Wisconsin
Jefferson County Neighbors,Punxsutawney,Pa.,Pennsylvania
Times West Virginian,Fairmont,W.Va.,West Virginia
Huntington Herald-Press,Huntington,Ind.,Indiana
Carson City Gazette,Greenville,Mich.,Michigan
Novato Advance,Novato,Calif.,California
Barrington Courier-Review,Barrington,Ill.,Illinois
Oak Ridger The,Oak Ridge,Tenn.,Tennessee
Presque Isle Star-Herald,Presque Isle,Maine,Maine
News-Item,Shamokin,Pa.,Pennsylvania
Advocate,Stamford,Conn.,Connecticut
Lake Placid Journal,Lake Placid,Fla.,Florida
Chronicle Independent,Camden,S.C.,South Carolina
Mt Sterling Advocate,Mt Sterling,Ky.,Kentucky
Herald Progress,Ashland,Va.,Virginia
Scott County Signal,Chaffee,Mo.,Missouri
Kent County News,Chestertown,Md.,Maryland
Newton Kansan The,Newton,Kan.,Kansas
Daily News,Newburyport,Mass.,Massachusetts
Laurel Leader-Call,Laurel,Miss.,Mississippi
Imperial Beach Eagle & Times,Imperial Beach,Calif.,California
Pasadena Journal-News,Pasadena,Calif.,California
Germantown News,Germantown,Tenn.,Tennessee
County News,Statesville,N.C.,North Carolina
West Side Index,Newman,Calif.,California
Dixon Tribune,Dixon,Calif.,California
Community Journal,Wading River,N.Y.,New York
Bee,Jefferson,Iowa,Iowa
Revere Journal,Revere,Mass.,Massachusetts
Loudonville Spotlight The,Loudonville,N.Y.,New York
Fremont Times-Indicator,Fremont,Mich.,Michigan
Messenger-Index,Emmett,Idaho,Idaho
Bryan Times,Bryan,Ohio,Ohio
Marietta Times,Marietta,Ohio,Ohio
Daily Gazette/SV Weekend,Sterling,Ill.,Illinois
Dillon Herald,Dillon,S.C.,South Carolina
Record-Herald and Indianola Tribune,Indianola,Iowa,Iowa
Barren County Progress,Glasgow,Ky.,Kentucky
Mystic Times,Mystic,Conn.,Connecticut
Belvidere Daily Republican,Belvidere,Ill.,Illinois
News Graphic,Cedarburg,Wisc.,Wisconsin
Mahwah Suburban News,Ridgewood,N.J.,New Jersey
Monroe Journal,Amory,Miss.,Mississippi
Garden City Telegram,Garden City,Kan.,Kansas
Ambler Gazette,Ambler,Pa.,Pennsylvania
Tallmadge Express,Tallmadge,Ohio,Ohio
Addison County Independent,Middlebury,Vt.,Vermont
Twin Cities Times,Corte Madera,Calif.,California
Springville Journal,Springville,N.Y.,New York
Union-Recorder,Milledgeville,Ga.,Georgia
Rappahannock Record,Kilmarnock,Va.,Virginia
Warren Times-Observer,Warren,Pa.,Pennsylvania
Easley Progress,Easley,S.C.,South Carolina
Tooele Transcript-Bulletin,Tooele,Utah,Utah
Ludington Daily News,Ludington,Mich.,Michigan
Plainsman,Huron,S.D.,South Dakota
Cheshire HeraldThe,Cheshire,Conn.,Connecticut
Connersville News-Examiner,Connersville,Ind.,Indiana
Alexandria Echo-Press,Alexandria,Minn.,Minnesota
DeWitt Bath Review,St Johns,Mich.,Michigan
El Dorado Springs Sun,El Dorado Springs,Mo.,Missouri
News-Herald,Perkasie,Pa.,Pennsylvania
Delta County Independent,Delta,Colo.,Colorado
Greenville Herald-Banner,Greenville,Texas,Texas
Advertiser-Tribune,Tiffin,Ohio,Ohio
Daily Review,Towanda,Pa.,Pennsylvania
Westfield Republican,Westfield,N.Y.,New York
Laurens County Advertiser,Laurens,S.C.,South Carolina
Herald Gazette,Rockland,Maine,Maine
Capitol Hill Times,Seattle,Wash.,Washington
Sequim Gazette,Sequim,Wash.,Washington
Sylva Herald & Ruralite,Sylva,N.C.,North Carolina
Erlanger Recorder,Erlanger,Ky.,Kentucky
Cape Codder The,Orleans,Mass.,Massachusetts
Today's Sunbeam,Salem,N.J.,New Jersey
Island Gazette The,Carolina Beach,N.C.,North Carolina
Hudson Star-Observer,Hudson,Wisc.,Wisconsin
Gladwin County Record,Gladwin,Mich.,Michigan
Lake Houston Observer,Humble,Texas,Texas
Bisbee Review,Bisbee,Ariz.,Arizona
Colleyville Courier,Colleyville,Texas,Texas
Colony Courier-Leader,Lewisville,Texas,Texas
Gazette,Galax,Va.,Virginia
Clovis Independent,Fresno,Calif.,California
Commonwealth Journal,Somerset,Ky.,Kentucky
Murray County Wheel Herald,Slayton,Minn.,Minnesota
North Bartow News,Adairsville,Ga.,Georgia
Hillsdale Daily News,Hillsdale,Mich.,Michigan
Mohave Valley Daily News,Bullhead City,Ariz.,Arizona
Examiner,Manalapan,N.J.,New Jersey
Enterprise,Falmouth,Mass.,Massachusetts
La Grange Suburban Life,La Grange,Ill.,Illinois
Republican,Oakland,Md.,Maryland
Afro American Newspaper,Baltimore,Md.,Maryland
Waycross Journal-Herald,Waycross,Ga.,Georgia
Hillsboro Free Press,Hillsboro,Kan.,Kansas
Lebanon Democrat,Lebanon,Tenn.,Tennessee
Clinton Herald,Clinton,Iowa,Iowa
Chevy Chase Gazette,Chevy Chase,Md.,Maryland
Dickson Herald,Dickson,Tenn.,Tennessee
Alpine Sun The,Alpine,Calif.,California
Toccoa Record,Toccoa,Ga.,Georgia
Daily Courier,Forest City,N.C.,North Carolina
Village Connection,Lenoir City,Tenn.,Tennessee
Kenton Times,Kenton,Ohio,Ohio
Potter Leader Enterprise,Coudersport,Pa.,Pennsylvania
Riverton Ranger,Riverton,Wyo.,Wyoming
Times Record The,Brunswick,Maine,Maine
Bitterroot Star,Stevensville,Mont.,Montana
Mason County Journal,Shelton,Wash.,Washington
Moultrie Observer/ South Sunday Central,Moultrie,Ga.,Georgia
Independent Appeal,Selmer,Tenn.,Tennessee
Flint Township News,Flint,Mich.,Michigan
Irondequoit Post,Irondequoit,N.Y.,New York
Fort Bend Herald/ Texas Coaster,Rosenberg,Texas,Texas
Daily News,Red Bluff,Calif.,California
News Journal,Columbia,La.,Louisiana
News Sun,Berea,Ohio,Ohio
Rice Lake Chronotype,Rice Lake,Wisc.,Wisconsin
Shawnee News-Star The,Shawnee,Okla.,Oklahoma
Bureau County Republican,Princeton,Ill.,Illinois
Richlands News Press,Richlands,Va.,Virginia
Norwalk Reflector,Norwalk,Ohio,Ohio
News and Tribune,Jeffersonville,Ind.,Indiana
Hampshire Review,Romney,W.Va.,West Virginia
Greene County Messenger,Waynesburg?íç,Pa.,Pennsylvania
Colorado Statesman,Denver,Colo.,Colorado
Laguna Beach News Post,Laguna Beach,Calif.,California
Nashville Graphic,Nashville,N.C.,North Carolina
Middle Township Gazette,Middle Township,N.J.,New Jersey
Brownwood Bulletin,Brownwood,Texas,Texas
Press & Standard,Walterboro,S.C.,South Carolina
Virginian Review,Covington,Va.,Virginia
Register The,Barnstable,Mass.,Massachusetts
Lutz News,Lutz,Fla.,Florida
Enterprise Ledger,Enterprise,Ala.,Alabama
Coushatta Citizen,Coushatta,La.,Louisiana
Unterrified Democrat,Linn,Mo.,Missouri
New Lebanon Advertiser,New Lebanon,Ohio,Ohio
ThisWeek New Albany News,New Albany,Ohio,Ohio
Kerrville Daily Times,Kerrville,Texas,Texas
Weston Democrat,Weston,W.Va.,West Virginia
Destin Log The,Destin,Fla.,Florida
Rancho Santa Fe Review,Rancho Santa Fe,Calif.,California
Rock Springs Rocket-Miner,Rock Springs,Wyo.,Wyoming
Lakes Region Free PressThe,Rutland,N.Y.,New York
Lander Journal,Lander,Wyo.,Wyoming
Starkville Daily News,Starkville,Miss.,Mississippi
Port Townsend Jefferson County Leader,Port Townsend,Wash.,Washington
Clarion News,Clarion,Pa.,Pennsylvania
Robertson County Times,Springfield,Tenn.,Tennessee
Laguna Woods Globe,Laguna Woods,Calif.,California
Aurora Sentinel,Aurora,Colo.,Colorado
Examiner-Enterprise,Bartlesville,Okla.,Oklahoma
Gonzales Weekly Citizen,Gonzales,La.,Louisiana
Canton Observer,Plymouth,Mich.,Michigan
Cody Enterprise,Cody,Wyo.,Wyoming
Sand Mountain Reporter,Albertville,Ala.,Alabama
Town of Paradise Valley Independent,Paradise Vly.,Ariz.,Arizona
Belleville-Area Independent,Belleville,Mich.,Michigan
Mobile Beacon and Alabama Citizen,Mobile,Ala.,Alabama
Orange County Review,Orange,Va.,Virginia
Hampton Journal,Gibsonia,Pa.,Pennsylvania
Cortez Journal,Cortez,Colo.,Colorado
Boca Beacon,Boca Grande,Fla.,Florida
News-Sun/Avon Park,Avon Park,Fla.,Florida
Sumter Express,Lake Panasoffkee,Fla.,Florida
Biloxi D' Ibberville Press,Biloxi,Miss.,Mississippi
Press-Sentinel,Jesup,Ga.,Georgia
Randolph Leader The,Roanoke,Ala.,Alabama
Press & Banner,Abbeville,S.C.,South Carolina
West Wateree Chronicle,Camden,S.C.,South Carolina
Newberry Observer,Newberry,S.C.,South Carolina
Mountain View Telegraph,Moriarty,N.M.,New Mexico
Log Cabin Democrat,Conway,Ark.,Arkansas
Courier,Russellville,Ark.,Arkansas
Winston-Salem Chronicle,Winston-Salem,N.C.,North Carolina
Claiborne Progress,Tazewell,Tenn.,Tennessee
Mesquite Local News,Mesquite,Nev.,Nevada
News Messenger,Christiansburg,Va.,Virginia
Waterford News,Waterford,Calif.,California
Rossmoor News,Walnut Creek,Calif.,California
Pioneer News,Shepherdsville,Ky.,Kentucky
Westside Star,Laurie,Mo.,Missouri
